axis,x,y,source_points,role
0.8725,2428.461,-66.325,617,local_frozen_track_geometry_linked_by_relative_distance
0.875,2334.196,-32.858,617,local_frozen_track_geometry_linked_by_relative_distance
0.8775,2160.153,-5.661,617,local_frozen_track_geometry_linked_by_relative_distance
0.88,2073.545,-8.278,617,local_frozen_track_geometry_linked_by_relative_distance
0.8825,1949.828,-18.237,617,local_frozen_track_geometry_linked_by_relative_distance
0.885,1788.774,-41.112,617,local_frozen_track_geometry_linked_by_relative_distance
0.8875,1608.495,-69.115,617,local_frozen_track_geometry_linked_by_relative_distance
0.89,1527.598,-80.344,617,local_frozen_track_geometry_linked_by_relative_distance
0.8925,1422.135,-94.04,617,local_frozen_track_geometry_linked_by_relative_distance
0.895,1290.944,-111.107,617,local_frozen_track_geometry_linked_by_relative_distance
0.8975,1160.949,-128.404,617,local_frozen_track_geometry_linked_by_relative_distance
0.9,1040.426,-145.479,617,local_frozen_track_geometry_linked_by_relative_distance
0.9025,910.396,-166.24,617,local_frozen_track_geometry_linked_by_relative_distance
0.905,696.588,-203.826,617,local_frozen_track_geometry_linked_by_relative_distance
0.9075,543.512,-230.084,617,local_frozen_track_geometry_linked_by_relative_distance
0.91,453.579,-243.839,617,local_frozen_track_geometry_linked_by_relative_distance
0.9125,370.87,-254.673,617,local_frozen_track_geometry_linked_by_relative_distance
0.915,269.363,-260.388,617,local_frozen_track_geometry_linked_by_relative_distance
0.9175,144.813,-257.061,617,local_frozen_track_geometry_linked_by_relative_distance
0.92,24.385,-235.552,617,local_frozen_track_geometry_linked_by_relative_distance
0.9225,-134.633,-176.031,617,local_frozen_track_geometry_linked_by_relative_distance
0.925,-314.329,-87.885,617,local_frozen_track_geometry_linked_by_relative_distance
0.9275,-410.992,-14.844,617,local_frozen_track_geometry_linked_by_relative_distance
0.93,-468.378,52.495,617,local_frozen_track_geometry_linked_by_relative_distance
0.9325,-528.226,135.057,617,local_frozen_track_geometry_linked_by_relative_distance
0.935,-589.957,226.117,617,local_frozen_track_geometry_linked_by_relative_distance
0.9375,-660.259,341.108,617,local_frozen_track_geometry_linked_by_relative_distance
0.94,-728.239,454.994,617,local_frozen_track_geometry_linked_by_relative_distance
0.9425,-789.219,554.264,617,local_frozen_track_geometry_linked_by_relative_distance
0.945,-854.384,662.818,617,local_frozen_track_geometry_linked_by_relative_distance
0.9475,-954.868,851.818,617,local_frozen_track_geometry_linked_by_relative_distance
0.95,-1010.433,965.187,617,local_frozen_track_geometry_linked_by_relative_distance
0.9525,-1032.651,1031.793,617,local_frozen_track_geometry_linked_by_relative_distance
0.955,-1075.713,1174.429,617,local_frozen_track_geometry_linked_by_relative_distance
0.9575,-1113.446,1381.977,617,local_frozen_track_geometry_linked_by_relative_distance
0.96,-1122.06,1486.744,617,local_frozen_track_geometry_linked_by_relative_distance
0.9625,-1118.187,1601.22,617,local_frozen_track_geometry_linked_by_relative_distance
0.965,-1097.613,1748.891,617,local_frozen_track_geometry_linked_by_relative_distance
0.9675,-1056.516,1831.947,617,local_frozen_track_geometry_linked_by_relative_distance
0.97,-968.555,1918.69,617,local_frozen_track_geometry_linked_by_relative_distance
0.9725,-800.749,1972.048,617,local_frozen_track_geometry_linked_by_relative_distance
0.975,-713.715,1975.973,617,local_frozen_track_geometry_linked_by_relative_distance
0.9775,-562.674,1988.491,617,local_frozen_track_geometry_linked_by_relative_distance
0.98,-454.037,2003.369,617,local_frozen_track_geometry_linked_by_relative_distance
0.9825,-315.841,2017.818,617,local_frozen_track_geometry_linked_by_relative_distance
0.985,-145.561,2028.243,617,local_frozen_track_geometry_linked_by_relative_distance
0.9875,-6.562,2034.878,617,local_frozen_track_geometry_linked_by_relative_distance
0.99,47.54,2037.71,617,local_frozen_track_geometry_linked_by_relative_distance
0.9925,159.258,2043.546,617,local_frozen_track_geometry_linked_by_relative_distance
0.995,287.308,2049.742,617,local_frozen_track_geometry_linked_by_relative_distance
0.9975,427.885,2061.91,617,local_frozen_track_geometry_linked_by_relative_distance
1.0,566.232,2079.074,617,local_frozen_track_geometry_linked_by_relative_distance
