driver,team,lap,stint,compound,tyre_age,lap_time_s,traffic_ratio,clean_air_share,missing,telemetry_coverage,candidate_weight,fuel_adjusted_lap_time_s,condition_prediction_s,condition_residual_s,representative_lap,robust_weight_role
VER,Red Bull Racing,14,1,MEDIUM,14.0,89.5260009765625,0.0,1.0,0.0,1.0,1.0,89.9420009765625,90.02085990848235,-0.0788589319198536,True,huber_inlier
VER,Red Bull Racing,15,1,MEDIUM,15.0,89.7030029296875,0.0,1.0,0.0,1.0,1.0,90.1510029296875,90.07902876485248,0.07197416483501229,True,huber_inlier
VER,Red Bull Racing,16,1,MEDIUM,16.0,89.45999908447266,0.0,1.0,0.0,1.0,1.0,89.93999908447266,90.13668799389684,-0.19668890942418216,True,huber_inlier
VER,Red Bull Racing,17,1,MEDIUM,17.0,89.5780029296875,0.0,1.0,0.0,1.0,1.0,90.0900029296875,90.19383759561543,-0.10383466592793411,True,huber_inlier
VER,Red Bull Racing,18,1,MEDIUM,18.0,89.59600067138672,0.0,1.0,0.0,1.0,1.0,90.14000067138672,90.25047757000824,-0.11047689862152765,True,huber_inlier
VER,Red Bull Racing,19,1,MEDIUM,19.0,89.61399841308594,0.0,1.0,0.0,1.0,1.0,90.18999841308593,90.30660791707528,-0.11660950398935199,True,huber_inlier
VER,Red Bull Racing,20,1,MEDIUM,20.0,89.55699920654297,0.0,1.0,0.0,1.0,1.0,90.16499920654297,90.36222863681654,-0.1972294302735662,True,huber_inlier
VER,Red Bull Racing,21,1,MEDIUM,21.0,89.44100189208984,0.0,1.0,0.0,1.0,1.0,90.08100189208984,90.41733972923203,-0.3363378371421817,True,huber_inlier
VER,Red Bull Racing,22,1,MEDIUM,22.0,89.24299621582031,0.0,1.0,0.0,1.0,1.0,89.91499621582031,90.47194119432173,-0.55694497850142,False,huber_downweighted_outlier
VER,Red Bull Racing,25,2,HARD,2.0,88.69300079345703,0.0,1.0,0.0,1.0,1.0,89.46100079345703,88.85325698551654,0.6077438079404942,False,huber_downweighted_outlier
VER,Red Bull Racing,26,2,HARD,3.0,88.31199645996094,0.0,1.0,0.0,1.0,1.0,89.11199645996093,88.88495298121423,0.22704347874670816,True,huber_inlier
VER,Red Bull Racing,27,2,HARD,4.0,88.3270034790039,0.0,1.0,0.0,1.0,1.0,89.1590034790039,88.91613934958613,0.24286412941776803,True,huber_inlier
VER,Red Bull Racing,28,2,HARD,5.0,88.37100219726562,0.0,1.0,0.0,1.0,1.0,89.23500219726563,88.94681609063227,0.2881861066333613,True,huber_inlier
VER,Red Bull Racing,29,2,HARD,6.0,88.00299835205078,0.0,1.0,0.0,1.0,1.0,88.89899835205078,88.97698320435263,-0.07798485230185292,True,huber_inlier
VER,Red Bull Racing,30,2,HARD,7.0,88.04900360107422,0.0,1.0,0.0,1.0,1.0,88.97700360107422,89.00664069074722,-0.029637089673002492,True,huber_inlier
VER,Red Bull Racing,31,2,HARD,8.0,87.84400177001953,0.0,1.0,0.0,1.0,1.0,88.80400177001952,89.03578854981602,-0.23178677979649365,True,huber_inlier
VER,Red Bull Racing,32,2,HARD,9.0,87.8010025024414,0.0,1.0,0.0,1.0,1.0,88.79300250244141,89.06442678155906,-0.2714242791176531,True,huber_inlier
VER,Red Bull Racing,33,2,HARD,10.0,87.90899658203125,0.0,1.0,0.0,1.0,1.0,88.93299658203125,89.09255538597631,-0.1595588039450604,True,huber_inlier
VER,Red Bull Racing,34,2,HARD,11.0,87.92400360107422,0.0,1.0,0.0,1.0,1.0,88.98000360107422,89.1201743630678,-0.1401707619935877,True,huber_inlier
VER,Red Bull Racing,35,2,HARD,12.0,87.98100280761719,0.0,1.0,0.0,1.0,1.0,89.06900280761718,89.14728371283351,-0.07828090521633158,True,huber_inlier
VER,Red Bull Racing,36,2,HARD,13.0,87.80999755859375,0.0,1.0,0.0,1.0,1.0,88.92999755859375,89.17388343527344,-0.2438858766796841,True,huber_inlier
VER,Red Bull Racing,37,2,HARD,14.0,87.74500274658203,0.0,1.0,0.0,1.0,1.0,88.89700274658203,89.19997353038761,-0.30297078380557707,True,huber_inlier
VER,Red Bull Racing,38,2,HARD,15.0,87.7509994506836,0.0,1.0,0.0,1.0,1.0,88.93499945068359,89.22555399817598,-0.2905545474923912,True,huber_inlier
VER,Red Bull Racing,39,2,HARD,16.0,87.625,0.0,1.0,0.0,1.0,1.0,88.841,89.2506248386386,-0.40962483863860655,False,huber_downweighted_outlier
VER,Red Bull Racing,42,2,HARD,19.0,88.22000122070312,0.18860275775558855,0.8113972422444115,0.0,1.0,0.6583654847218361,89.53200122070312,89.32277959607178,0.20922162463133986,True,huber_inlier
VER,Red Bull Racing,43,2,HARD,20.0,87.93499755859375,0.0,1.0,0.0,1.0,1.0,89.27899755859374,89.34581192723128,-0.06681436863753731,True,huber_inlier
VER,Red Bull Racing,44,2,HARD,21.0,87.89299774169922,0.0,1.0,0.0,1.0,1.0,89.26899774169922,89.36833463106503,-0.09933688936580154,True,huber_inlier
VER,Red Bull Racing,46,2,HARD,23.0,87.96099853515625,0.0,1.0,0.0,1.0,1.0,89.40099853515625,89.41185115675516,-0.010852621598914425,True,huber_inlier
VER,Red Bull Racing,47,2,HARD,24.0,87.87100219726562,0.0,1.0,0.0,1.0,1.0,89.34300219726562,89.43284497861157,-0.08984278134595058,True,huber_inlier
VER,Red Bull Racing,48,2,HARD,25.0,87.81800079345703,0.0,1.0,0.0,1.0,1.0,89.32200079345704,89.45332917314221,-0.13132837968517208,True,huber_inlier
VER,Red Bull Racing,49,2,HARD,26.0,87.75,0.0,1.0,0.0,1.0,1.0,89.286,89.47330374034708,-0.1873037403470761,True,huber_inlier
VER,Red Bull Racing,50,2,HARD,27.0,87.98600006103516,0.0,1.0,0.0,1.0,1.0,89.55400006103515,89.49276868022616,0.06123138080899082,True,huber_inlier
VER,Red Bull Racing,52,2,HARD,29.0,88.45500183105469,0.0,1.0,0.0,1.0,1.0,90.08700183105469,89.530169678007,0.5568321530476936,False,huber_downweighted_outlier
VER,Red Bull Racing,55,2,HARD,32.0,88.81700134277344,0.0,1.0,0.0,1.0,1.0,90.54500134277343,89.58244896973495,0.9625523730384771,False,huber_downweighted_outlier
VER,Red Bull Racing,56,2,HARD,33.0,88.62100219726562,0.05022422071149699,0.949775779288503,0.0,1.0,0.9020740309230831,90.38100219726563,89.5988561456594,0.7821460516062331,False,huber_downweighted_outlier
VER,Red Bull Racing,58,2,HARD,35.0,88.4729995727539,0.03795154159609866,0.9620484584039013,0.0,1.0,0.925537236317323,90.2969995727539,89.63014161553095,0.6668579572229589,False,huber_downweighted_outlier
