driver,team,rank,mean_lap_s,lap,lap_time_s,stint,compound,tyre_age,stint_jitter,deleted_marker
HAD,Racing Bulls,20,90.169093,25,92.178001,2,HARD,11.0,0.11,False
HAD,Racing Bulls,20,90.169093,26,89.988998,2,HARD,12.0,0.11,False
HAD,Racing Bulls,20,90.169093,27,90.0,2,HARD,13.0,0.11,False
HAD,Racing Bulls,20,90.169093,28,89.878998,2,HARD,14.0,0.11,False
HAD,Racing Bulls,20,90.169093,29,90.356003,2,HARD,15.0,0.11,False
HAD,Racing Bulls,20,90.169093,30,90.232002,2,HARD,16.0,0.11,False
HAD,Racing Bulls,20,90.169093,31,90.425003,2,HARD,17.0,0.11,False
HAD,Racing Bulls,20,90.169093,32,91.414001,2,HARD,18.0,0.11,False
HAD,Racing Bulls,20,90.169093,33,90.561996,2,HARD,19.0,0.11,False
HAD,Racing Bulls,20,90.169093,34,90.485001,2,HARD,20.0,0.11,False
HAD,Racing Bulls,20,90.169093,35,90.196999,2,HARD,21.0,0.11,False
HAD,Racing Bulls,20,90.169093,36,89.623001,2,HARD,22.0,0.11,False
HAD,Racing Bulls,20,90.169093,37,89.447998,2,HARD,23.0,0.11,False
HAD,Racing Bulls,20,90.169093,38,90.561996,2,HARD,24.0,0.11,False
HAD,Racing Bulls,20,90.169093,39,90.066002,2,HARD,25.0,0.11,False
HAD,Racing Bulls,20,90.169093,40,89.878998,2,HARD,26.0,0.11,False
HAD,Racing Bulls,20,90.169093,41,89.380997,2,HARD,27.0,0.11,True
HAD,Racing Bulls,20,90.169093,42,89.514999,2,HARD,28.0,0.11,False
HAD,Racing Bulls,20,90.169093,43,89.625,2,HARD,29.0,0.11,False
HAD,Racing Bulls,20,90.169093,44,90.446999,2,HARD,30.0,0.11,False
HAD,Racing Bulls,20,90.169093,45,89.833,2,HARD,31.0,0.11,False
HAD,Racing Bulls,20,90.169093,46,89.415001,2,HARD,32.0,0.11,False
HAD,Racing Bulls,20,90.169093,47,89.890999,2,HARD,33.0,0.11,False
HAD,Racing Bulls,20,90.169093,48,89.57,2,HARD,34.0,0.11,False
HAD,Racing Bulls,20,90.169093,49,90.058998,2,HARD,35.0,0.11,False
HAD,Racing Bulls,20,90.169093,50,89.522003,2,HARD,36.0,0.11,False
HAD,Racing Bulls,20,90.169093,51,90.082001,2,HARD,37.0,0.11,False
HAD,Racing Bulls,20,90.169093,52,89.375,2,HARD,38.0,0.11,False
HAD,Racing Bulls,20,90.169093,53,90.474998,2,HARD,39.0,0.11,False
HAD,Racing Bulls,20,90.169093,54,89.999001,2,HARD,40.0,0.11,False
HAD,Racing Bulls,20,90.169093,55,89.598999,2,HARD,41.0,0.11,False
HAD,Racing Bulls,20,90.169093,56,89.450996,2,HARD,42.0,0.11,False
HAD,Racing Bulls,20,90.169093,57,90.978996,2,HARD,43.0,0.11,False
