axis_index,driver,team,lap,stint,compound,tyre_age,straight_id,max_speed_kph,p95_speed_kph,full_throttle_distance_share,drs_distance_share,acceleration_150_250_kph_per_100m,segment_time_s,segment_distance_m,feature_role
150,ANT,Mercedes,46,2,MEDIUM,14.0,S06,282.4649963378906,281.2341506958008,0.9375,0.0,46.731905298494745,6.533657947287387,411.31103545043203,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S01,281.6606140136719,281.46559753417966,1.0,0.0,,0.9579316206489448,73.50233929015117,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S02,301.0,301.0,0.6086956521739131,0.0,,1.396943963148674,115.50367602738041,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S03,333.0,332.9583480834961,0.9105263157894737,0.6947368421052632,51.49886060011912,13.023103102922697,992.2815804170408,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S04,310.5113220214844,308.12433471679685,1.0,1.0,,2.8618223309148307,231.00735205476082,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S05,254.8169708251953,253.15829849243164,1.0,0.0,29.613857321429453,1.9836062478090102,131.25417730384137,observed_straight_speed_control_proxy_not_engine_power_or_drag
151,ANT,Mercedes,47,2,MEDIUM,15.0,S06,282.0,281.85315704345703,0.9,0.0,46.97130807779685,6.579207636397188,414.76320028013873,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S01,281.3173828125,281.1205291748047,1.0,0.0,,0.9549134260477276,73.41867168691219,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S02,295.96038818359375,295.7844512939453,0.7391304347826086,0.0,,1.4194029947112472,115.37219836514772,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S03,310.9368591308594,310.0,0.9263157894736842,0.0,43.82813614826782,13.245318434866903,991.1520677733145,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S04,293.0,293.0,1.0,0.0,,2.9182378393279453,230.74439673029545,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S05,259.0,258.80433654785156,1.0,0.0,26.404942426870193,1.9202940402955417,131.10477086948603,observed_straight_speed_control_proxy_not_engine_power_or_drag
152,ANT,Mercedes,48,2,MEDIUM,16.0,S06,281.0,280.7147216796875,0.9375,0.0,42.12587730293984,6.481705742955108,414.29107594757585,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S01,282.5720520019531,282.2538604736328,1.0,0.0,,0.9520333041080918,73.33332591870312,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S02,299.0,299.0,0.6521739130434783,0.0,,1.4008937610991086,115.23808358653346,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S03,313.0,312.281005859375,0.9473684210526315,0.0,47.589879154305606,13.22723037288946,989.9998999024921,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S04,297.248046875,296.1957275390625,1.0,0.0,,2.909419347510161,230.47616717306693,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S05,254.0,254.0,1.0,0.0,31.608762030511667,1.9295419609124083,130.95236771196986,observed_straight_speed_control_proxy_not_engine_power_or_drag
153,ANT,Mercedes,49,2,MEDIUM,17.0,S06,280.7755126953125,279.5321517944336,0.85,0.0,44.9911416270245,6.518876786610604,413.8094819698247,observed_straight_speed_control_proxy_not_engine_power_or_drag
