axis_index,driver,team,lap,stint,compound,tyre_age,corner_id,speed_band,entry_speed_kph,minimum_speed_kph,exit_speed_kph,minimum_rel_distance,brake_onset_rel_distance,brake_to_minimum_m,throttle_recovery_rel_distance,minimum_to_throttle_recovery_m,segment_time_s,segment_distance_m,observed_brake_onset,feature_role
1,ALB,Williams,3,1,SOFT,3.0,P01,medium_speed,263.8681945800781,142.09397888183594,205.0707550048828,0.078,0.055,118.95888395777945,0.084,31.03275233681203,4.612741684367272,227.57351713662155,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P02,medium_speed,207.67831420898438,207.67831420898438,235.56704711914062,0.099,0.059,206.88501557874687,0.099,0.0,2.85881771137272,181.0243886314035,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P03,high_speed,242.50210571289062,242.50210571289062,265.0999755859375,0.139,,,0.139,0.0,2.838463977515042,201.7128901892782,False,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P04,high_speed,275.1365661621094,275.1365661621094,289.4757995605469,0.192,,,0.192,0.0,2.1764500744198387,170.68013785246617,False,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P05,low_speed,283.87158203125,87.02529907226562,114.78691864013672,0.276,0.248,144.8195109051228,0.291,77.58188084203007,5.059080694526229,191.36863941034085,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P06,low_speed,324.9088439941406,65.94166564941406,65.94166564941406,0.506,0.469,191.36863941034085,0.528,113.78675856831077,3.398479127015142,170.68013785246617,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P07,low_speed,58.74283981323242,57.0,176.6630096435547,0.508,0.469,201.7128901892782,0.528,103.44250778937344,5.2589422056537405,149.99163629459147,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P08,medium_speed,178.9273681640625,178.9273681640625,264.1533508300781,0.537,0.497,206.88501557874687,0.537,0.0,3.122279718933868,196.54076479980952,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P09,high_speed,305.07391357421875,305.07391357421875,323.6206359863281,0.619,,,0.619,0.0,2.896176040833299,253.4341440839649,False,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P10,medium_speed,323.7114562988281,157.12896728515625,157.55178833007812,0.711,0.671,206.88501557874687,0.738,139.64738551565412,3.680784518430219,212.05714096821555,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P11,medium_speed,157.97401428222656,157.97401428222656,200.10491943359375,0.713,0.673,206.88501557874687,0.738,129.3031347367168,2.786555399419415,134.47526012618545,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P12,medium_speed,244.2067413330078,221.96112060546875,221.96112060546875,0.813,0.81,15.516376168406016,,,3.600866152017475,253.4341440839649,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P13,low_speed,210.0013885498047,92.24024963378906,132.9021759033203,0.833,0.81,118.95888395777945,,,4.880659220919025,165.5080124629975,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P14,low_speed,130.79502868652344,126.0,197.49331665039062,0.849,0.81,201.7128901892782,0.886,191.36863941034085,6.1006292332646055,243.08989330502757,True,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P15,medium_speed,199.88226318359375,199.88226318359375,240.82460021972656,0.895,,,0.895,0.0,3.9799957495872476,253.4341440839649,False,distance_axis_observed_corner_proxy_not_official_anchor
1,ALB,Williams,3,1,SOFT,3.0,P16,low_speed,240.4352264404297,110.17204284667969,115.37486267089844,0.969,0.95,98.27038239990476,0.984,77.58188084203007,3.793227585588128,155.16376168406015,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P01,medium_speed,274.41851806640625,145.16712951660156,206.57838439941406,0.077,0.054,119.52609363713772,0.086,46.77108011887997,4.567734904227755,228.65861391452432,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P02,medium_speed,208.52835083007812,208.52835083007812,244.46095275878906,0.099,0.059,207.87146719502212,0.099,0.0,2.8289979727314227,181.88753379564434,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P03,high_speed,250.85426330566406,250.85426330566406,264.266845703125,0.139,,,0.139,0.0,2.831341418562038,202.67468051514658,False,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P04,high_speed,273.6004333496094,273.6004333496094,289.2862548828125,0.192,,,0.192,0.0,2.1936474399111274,171.49396043589323,False,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P05,low_speed,286.6308898925781,89.08655548095703,123.65933990478516,0.273,0.245,145.51002703651548,0.288,77.9518001981333,5.074452612446506,192.28110715539546,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P06,low_speed,328.1278076171875,58.66357421875,70.18769836425781,0.503,0.472,161.10038707614214,0.526,119.52609363713772,4.6221206118597165,171.49396043589323,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P07,low_speed,77.1332015991211,77.1332015991211,183.0,0.507,0.472,181.88753379564437,0.526,98.7389469176355,4.436091237928836,150.70681371639105,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P08,medium_speed,191.67483520507812,191.67483520507812,268.2216491699219,0.537,0.497,207.87146719502212,0.537,0.0,3.0115820402531615,197.477893835271,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P09,high_speed,305.99517822265625,305.99517822265625,313.138671875,0.619,,,0.619,0.0,2.888714831389753,254.6425473139021,False,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P10,medium_speed,293.0837707519531,144.0,150.33779907226562,0.706,0.667,202.67468051514658,0.743,192.28110715539546,4.165330225152943,213.06825387489766,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P11,medium_speed,151.87864685058594,151.87864685058594,207.42625427246094,0.713,0.673,207.87146719502212,0.743,155.9036003962666,2.683754396961275,135.1164536767644,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P12,medium_speed,251.9821319580078,163.97430419921875,163.97430419921875,0.813,0.806,36.37750675912887,,,3.7838628260464846,254.6425473139021,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P13,low_speed,156.90496826171875,90.55162811279297,125.32207489013672,0.829,0.806,119.52609363713772,,,5.122290071481238,166.29717375601768,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P14,low_speed,124.28705596923828,118.61299133300781,204.55520629882812,0.868,0.807,317.0039874724087,0.885,88.34537355788441,6.063758573531498,244.248973954151,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P15,medium_speed,206.06468200683594,206.06468200683594,240.80795288085938,0.895,0.858,192.28110715539546,0.895,0.0,3.9948067598061834,254.6425473139021,True,distance_axis_observed_corner_proxy_not_official_anchor
2,ALB,Williams,4,1,SOFT,4.0,P16,low_speed,234.97482299804688,109.61372375488281,126.14535522460938,0.968,0.943,129.91966699688882,0.984,83.14858687800886,4.011396318952078,155.9036003962666,True,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P01,medium_speed,263.20745849609375,146.02346801757812,206.8809051513672,0.079,0.057,113.66013708146227,0.087,41.33095893871356,4.60169771561269,227.32027416292456,True,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P02,medium_speed,208.64315795898438,208.64315795898438,232.79937744140625,0.099,0.059,206.6547946935678,0.099,0.0,2.8626202191610055,180.82294535687183,True,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P03,high_speed,240.69749450683594,240.69749450683594,262.63037109375,0.139,,,0.139,0.0,2.8615183731960947,201.4884248262286,False,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P04,high_speed,270.84686279296875,270.84686279296875,287.2753601074219,0.192,,,0.192,0.0,2.20060152634698,170.49020562219343,False,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P05,low_speed,273.7386779785156,91.18791198730469,114.99491882324219,0.276,0.246,154.99109602017583,0.291,77.49554801008792,5.110088571018423,191.1556850915502,True,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P06,low_speed,326.6048583984375,59.395729064941406,59.395729064941406,0.506,0.47,185.989315224211,0.532,134.32561655081906,4.175490528916554,170.49020562219343,True,distance_axis_observed_corner_proxy_not_official_anchor
3,ALB,Williams,5,1,SOFT,5.0,P07,low_speed,63.83188247680664,63.83188247680664,183.39219665527344,0.507,0.47,191.1556850915502,0.532,129.15924668347986,4.851319258150227,149.82472615283663,True,distance_axis_observed_corner_proxy_not_official_anchor
