axis_index,driver,team,lap,stint,compound,tyre_age,position,lap_duration_s,lap_length_m,telemetry_samples,observed_time_s,telemetry_coverage,sample_full_throttle_share,time_full_throttle_share,time_brake_share,time_drs_share,lap_speed_p99_kph,lap_speed_max_kph,lap_speed_median_kph,axis_reconstructed_time_s,axis_time_error_s,deleted,is_accurate,green_or_yellow,pace_eligible,acceleration_150_250_kph_per_100m,straight_max_speed_kph,straight_full_throttle_distance_share,traffic_ratio,traffic_missing_share,traffic_observed_time_s,lap_fraction,clean_air_share,candidate_weight,audited_candidate
269,BOR,Kick Sauber,55,2,HARD,40.0,11,90.03800201416016,5210.387671518326,681,90.15900135040283,1.0,0.4977973568281938,0.5117957708581677,0.17927224196813227,0.05858536143424644,310.86667480468753,313.0,220.0055694580078,89.9242033362807,-0.11379867787945841,False,True,True,True,48.842192672006156,312.91802978515625,0.9631483600305111,0.5674641348744822,0.0,90.15900135040283,0.9482758620689655,0.4325358651255178,0.18708727461988012,False
270,BOR,Kick Sauber,56,2,HARD,41.0,11,89.61000061035156,5233.948463117719,665,89.75,1.0,0.5368421052631579,0.5395988156204437,0.19076322911509563,0.0,310.0,311.0,223.0,89.56629593373594,-0.04370467661561861,False,True,True,True,47.925000319155934,310.9900817871094,0.9860745614035088,0.262050150496714,0.0,89.75,0.9655172413793104,0.737949849503286,0.5445699803819225,False
271,BOR,Kick Sauber,57,2,HARD,42.0,11,89.83599853515625,5217.75764269159,667,89.97599792480469,1.0,0.5322338830584707,0.537854514889513,0.1845047592139763,0.0,308.8520196533203,310.0,224.14906311035156,89.72174166788548,-0.11425686727076823,False,True,True,True,31.565207705825532,309.914794921875,0.9921052631578947,0.3114941881574795,0.0,89.97599792480469,0.9827586206896551,0.6885058118425205,0.4740402529409282,False
272,BOR,Kick Sauber,58,2,HARD,43.0,12,90.66699981689453,5214.903718066693,663,90.78900146484375,1.0,0.5128205128205128,0.49823215366756146,0.20530012405150433,0.08328102195178849,321.0515704345703,323.0,222.28134155273438,90.59094427714743,-0.07605553974710233,False,True,True,True,48.215711390653986,313.0,0.9556826849733028,0.5447686265493412,0.0,90.78900146484375,1.0,0.4552313734506588,0.20723560337377317,False
273,COL,Alpine,2,1,MEDIUM,2.0,20,92.06999969482422,5233.471271389672,698,92.19599962234497,1.0,0.4197707736389685,0.43077793642869416,0.2282202793626707,0.15661201291291746,337.35535827636716,340.0,210.0,91.98272232672782,-0.08727736809639453,False,True,True,True,38.84208395343446,340.0,0.8183241164505466,1.0,0.0,92.19599962234497,0.034482758620689655,0.0,0.0,False
274,COL,Alpine,3,1,MEDIUM,3.0,20,91.3030014038086,5185.137535270543,698,91.43600273132324,1.0,0.48424068767908307,0.46418270199051087,0.1819961113335359,0.1587886671921005,330.29541198730465,332.0,217.0,91.01398315734554,-0.2890182464630584,False,True,True,True,40.687959799577655,332.0,0.9153032036613272,1.0,0.0,91.43600273132324,0.05172413793103448,0.0,0.0,False
275,COL,Alpine,4,1,MEDIUM,4.0,20,90.84500122070312,5200.457013488562,676,90.97900009155273,1.0,0.4881656804733728,0.4919376841514191,0.1657964563680924,0.0,316.0,317.0,215.15625,90.83918994984018,-0.005811270862949414,False,True,True,True,44.388868338679615,316.980712890625,0.9537185354691076,1.0,0.0,90.97900009155273,0.06896551724137931,0.0,0.0,False
276,COL,Alpine,5,1,MEDIUM,5.0,20,90.98999786376953,5228.9247562588625,690,91.11599731445312,1.0,0.4971014492753623,0.48800425023336325,0.1646472451584877,0.0,314.0,314.0,223.00714111328125,91.09132693844282,0.10132907467328778,False,True,True,True,41.601618925083,314.0,0.9054061784897026,1.0,0.0,91.11599731445312,0.08620689655172414,0.0,0.0,False
277,COL,Alpine,6,1,MEDIUM,6.0,20,91.2239990234375,5207.4339183440725,680,91.35099792480469,1.0,0.4838235294117647,0.4853696578744597,0.1795381409393933,0.0,312.21000000000004,315.0,215.08078002929688,91.09064619983144,-0.13335282360606016,False,True,True,True,43.89561547243876,314.87579345703125,0.8757627765064836,1.0,0.0,91.35099792480469,0.10344827586206896,0.0,0.0,False
278,COL,Alpine,7,1,MEDIUM,7.0,20,90.61000061035156,5205.728727520996,680,90.74299621582031,1.0,0.48676470588235293,0.5000055727254704,0.17415122320194293,0.0,314.0,315.0,215.87531280517578,90.53803139249396,-0.07196921785759969,False,True,True,True,42.97844832076307,314.92376708984375,0.895747520976354,0.9852109482316347,0.0,90.74299621582031,0.1206896551724138,0.014789051768365313,0.0002187160522073892,False
279,COL,Alpine,8,1,MEDIUM,8.0,19,90.70099639892578,5215.274032479645,703,90.82899475097656,1.0,0.5291607396870555,0.5202523245635624,0.16645570908123872,0.0,312.47046508789066,314.0,221.07769775390625,90.51673943473638,-0.18425696418940163,False,True,True,True,41.86606306693895,313.93682861328125,0.9128813882532417,0.9942419819073076,0.0,90.82899475097656,0.13793103448275862,0.005758018092692385,3.315477235577285e-05,False
280,COL,Alpine,9,1,MEDIUM,9.0,17,90.5510025024414,5216.238919045628,666,90.67900085449219,1.0,0.509009009009009,0.5170216544929872,0.1663339654913332,0.0,311.54107971191405,313.0,220.75,90.48744545736483,-0.06355704507657833,False,True,True,True,44.22183444469292,312.8736267089844,0.9256197559115179,0.9885640563846065,0.0,90.67900085449219,0.15517241379310345,0.011435943615393462,0.0001307808063744585,False
281,COL,Alpine,10,1,MEDIUM,10.0,17,90.83699798583984,5209.654108817756,707,90.96649837493896,1.0,0.5190947666195191,0.5162943342614255,0.1569478739420263,0.0,311.0,312.0,221.0,90.81061393999849,-0.02638404584135401,False,True,True,True,44.598732168450525,311.9604797363281,0.9456950800915331,0.9980267921194177,0.0,90.96649837493896,0.1724137931034483,0.001973207880582306,3.8935493399921166e-06,False
282,COL,Alpine,11,1,MEDIUM,11.0,17,90.88400268554688,5222.17519897756,698,91.01200103759766,1.0,0.5128939828080229,0.5060981500110024,0.1621763645699077,0.0,310.64530822753903,311.0,220.0,90.91808014871958,0.03407746317270721,False,True,True,True,43.69308225382923,311.0,0.9393258962623952,0.810475537811868,0.0,91.01200103759766,0.1896551724137931,0.18952446218813201,0.035919521767700684,False
283,COL,Alpine,12,1,MEDIUM,12.0,17,91.46299743652344,5220.917312533185,695,91.59099578857422,1.0,0.5107913669064749,0.5181186336501871,0.16421918777277664,0.0,308.42949890136714,309.0,218.6949920654297,91.61343041665071,0.15043298012727746,False,True,True,True,37.87663827676577,309.0,0.9370232646834477,1.0,0.0,91.59099578857422,0.20689655172413793,0.0,0.0,False
284,COL,Alpine,13,1,MEDIUM,13.0,16,91.56300354003906,5187.438233213333,669,91.69200229644775,1.0,0.5052316890881914,0.5029010245279699,0.175784158458207,0.0,309.29190551757813,310.0,214.90794372558594,91.2482806234674,-0.31472291657166807,False,True,True,True,45.184569524450154,310.0,0.9344918001525553,0.7216987933345103,0.0,91.69200229644775,0.22413793103448276,0.27830120666548974,0.07745156163146763,False
285,COL,Alpine,14,1,MEDIUM,14.0,16,91.1989974975586,5213.669175244868,696,91.3290023803711,1.0,0.5272988505747126,0.5325252857503858,0.17122713944702367,0.0,307.0,308.0,218.0,91.01072882638618,-0.18826867117240909,False,True,True,True,43.08556252242287,308.0,0.9312023264683448,0.0,0.0,91.3290023803711,0.2413793103448276,1.0,1.0,True
286,COL,Alpine,17,2,HARD,2.0,20,89.84700012207031,5219.7866318950655,673,89.9769995212555,1.0,0.5334323922734027,0.5206997087839076,0.16137443106105298,0.0,307.1061706542969,308.0,226.0,89.68887984089679,-0.15812028117352384,False,True,True,True,41.937589912231296,308.0,0.9540284134248664,0.0,0.0,89.9769995212555,0.29310344827586204,1.0,1.0,True
287,COL,Alpine,18,2,HARD,3.0,20,89.822998046875,5217.192873040922,671,89.95300102233887,1.0,0.5201192250372578,0.5236624360844836,0.152979921303661,0.0,305.0,306.0,222.0,89.75973973349386,-0.06325831338114085,False,True,True,True,45.80566577385422,305.99713134765625,0.9416285278413424,0.0,0.0,89.95300102233887,0.3103448275862069,1.0,1.0,True
288,COL,Alpine,19,2,HARD,4.0,20,89.71199798583984,5210.9697146132585,659,89.84200096130371,1.0,0.5189681335356601,0.5222724593207625,0.15764338079526558,0.0,307.0,308.0,222.82411193847656,89.72454253579045,0.012544549950604278,False,True,True,True,43.96074007247531,308.0,0.8682780320366134,0.0,0.0,89.84200096130371,0.3275862068965517,1.0,1.0,True
289,COL,Alpine,20,2,HARD,5.0,20,89.6989974975586,5205.076958391965,691,89.82799911499023,1.0,0.5282199710564399,0.5060672602843799,0.1651935327826452,0.0,305.406820678711,307.0,227.0,89.81369396057976,0.11469646302116132,False,True,True,True,42.84474869078271,307.0,0.914507055682685,0.0,0.0,89.82799911499023,0.3448275862068966,1.0,1.0,True
290,COL,Alpine,21,2,HARD,6.0,20,89.43000030517578,5202.761500167973,680,89.55999755859375,1.0,0.5205882352941177,0.5190374578492126,0.15099384451981837,0.0,306.1279751586914,308.0,227.61715698242188,89.09299587944216,-0.33700442573362466,False,True,True,True,42.19215828556884,308.0,0.927245423340961,0.0,0.0,89.55999755859375,0.3620689655172414,1.0,1.0,True
291,COL,Alpine,22,2,HARD,7.0,19,89.62799835205078,5203.832309521318,677,89.75799560546875,1.0,0.5317577548005908,0.5157868498804905,0.16131153546693686,0.0,306.0,307.0,227.0,89.66741994145355,0.03942158940276386,False,True,True,True,43.19354347702056,307.0,0.9483266590389016,0.0,0.0,89.75799560546875,0.3793103448275862,1.0,1.0,True
292,COL,Alpine,23,2,HARD,8.0,19,89.71700286865234,5211.184837930372,680,89.84700012207031,1.0,0.5308823529411765,0.522610645517579,0.16739575211528523,0.0,306.03849700927736,307.0,224.0,89.59155611747879,-0.12544675117355553,False,True,True,True,45.14632539887393,306.98956298828125,0.96281941266209,0.0,0.0,89.84700012207031,0.39655172413793105,1.0,1.0,True
293,COL,Alpine,24,2,HARD,9.0,19,89.85199737548828,5210.888368498058,672,89.98399353027344,1.0,0.5208333333333334,0.5233930627946424,0.16093973014016333,0.0,306.0,307.0,220.08036041259766,89.74193497918401,-0.11006239630427217,False,True,True,True,44.161730641964745,306.9737854003906,0.9341628527841342,0.0,0.0,89.98399353027344,0.41379310344827586,1.0,1.0,True
294,COL,Alpine,25,2,HARD,10.0,19,90.13800048828125,5206.85089136082,682,90.26700210571289,1.0,0.5219941348973607,0.5245327580205227,0.15998084114860897,0.0,306.00712615966796,308.0,223.19252014160156,89.87847490462975,-0.25952558365149514,True,True,True,True,46.781760053485726,307.9544982910156,0.9544574752097635,0.0,0.0,90.26700210571289,0.43103448275862066,1.0,1.0,False
295,COL,Alpine,26,2,HARD,11.0,19,89.6520004272461,5213.842299716473,671,89.78400039672852,1.0,0.5350223546944859,0.5265415265128129,0.16084163287600786,0.0,306.0,306.0,225.0,89.50651189448826,-0.14548853275783813,True,True,True,True,42.78468988603771,306.0,0.9640255530129672,0.0,0.0,89.78400039672852,0.4482758620689655,1.0,1.0,False
296,COL,Alpine,27,2,HARD,12.0,19,89.54299926757812,5206.879883897842,657,89.67399978637695,1.0,0.5296803652968036,0.5342574589276844,0.16551065445025398,0.0,307.74799316406245,308.0,224.0,89.27521291245117,-0.26778635512695814,False,True,True,True,43.071244489267016,308.0,0.9288806254767353,0.0,0.0,89.67399978637695,0.46551724137931033,1.0,1.0,True
297,COL,Alpine,28,2,HARD,13.0,19,89.83899688720703,5225.986770089984,670,89.97099685668945,1.0,0.5313432835820896,0.527558804812664,0.17291137462960599,0.0,308.0,308.0,224.7166748046875,89.7401615722221,-0.0988353149849246,False,True,True,True,47.20316109537127,308.0,0.9309639588100685,0.0,0.0,89.97099685668945,0.4827586206896552,1.0,1.0,True
298,COL,Alpine,29,2,HARD,14.0,19,89.91500091552734,5237.605019711644,688,90.0430006980896,1.0,0.5566860465116279,0.5352331993596551,0.16569867377438915,0.0,306.6795693969727,307.0,229.25653076171875,89.77001055441244,-0.14499036111490682,True,True,True,True,47.19504764158712,307.0,0.9265875286041191,0.0,0.0,90.0430006980896,0.5,1.0,1.0,False
299,COL,Alpine,30,2,HARD,15.0,19,89.67400360107422,5213.323478065312,677,89.80200386047363,1.0,0.5391432791728212,0.5306786199251508,0.1599073888208883,0.0,308.0,309.0,223.13294982910156,89.50512144768463,-0.168882153389589,False,True,True,True,45.02385804493039,308.9584655761719,0.9642353165522501,0.0,0.0,89.80200386047363,0.5172413793103449,1.0,1.0,True
300,COL,Alpine,31,2,HARD,16.0,19,89.8489990234375,5203.61581407547,681,89.98199844360352,1.0,0.5389133627019089,0.5408081085825772,0.15423093650772857,0.0,307.2879211425781,308.0,222.05471801757812,89.72976665432284,-0.11923236911465551,False,True,True,True,48.22869989173315,308.0,0.9557827993897788,0.0,0.0,89.98199844360352,0.5344827586206896,1.0,1.0,True
301,COL,Alpine,32,2,HARD,17.0,18,89.84100341796875,5302.7801364896295,690,89.95500564575195,1.0,0.5391304347826087,0.5233616585524931,0.16809513546086463,0.0,308.0,309.0,231.0,89.92329912759426,0.08229570962551236,False,True,True,True,45.67132621320313,308.8250427246094,0.9180158276125095,0.0821188117720223,0.0,89.95500564575195,0.5517241379310345,0.9178811882279777,0.8425058757028042,True
302,COL,Alpine,33,2,HARD,18.0,16,90.0530014038086,5219.65296565655,693,90.17900085449219,1.0,0.556998556998557,0.53588979116818,0.18320236892871386,0.0,306.0,306.0,227.2050323486328,89.81338185905449,-0.23961954475410607,False,True,True,True,43.44932051011167,306.0,0.9402030892448513,0.11666798735137618,0.0,90.17900085449219,0.5689655172413793,0.8833320126486238,0.7802754445698685,True
303,COL,Alpine,34,2,HARD,19.0,15,90.06999969482422,5196.1202399282465,673,90.19650077819824,1.0,0.5215453194650818,0.539660629547165,0.1560815125430061,0.0,307.6904052734375,309.0,219.0,89.94041596358701,-0.12958373123720435,False,True,True,True,46.584165562235,308.9794921875,0.9555730358504958,0.11555880647406308,0.0,90.19650077819824,0.5862068965517241,0.8844411935259369,0.7822362248055837,True
304,COL,Alpine,35,2,HARD,20.0,16,90.62999725341797,5210.941106218816,687,90.75599670410156,1.0,0.49053857350800584,0.4905240774506812,0.16703024214056156,0.08595573814453616,315.0,316.0,219.6340789794922,90.46265218308534,-0.16734507033262958,False,True,True,True,44.559977745211285,315.0,0.9093821510297483,0.5819559718449809,0.0,90.75599670410156,0.603448275862069,0.41804402815501907,0.17476080947607436,False
305,COL,Alpine,36,2,HARD,21.0,16,90.23300170898438,5214.495357087047,670,90.36700248718262,1.0,0.5238805970149254,0.5322297047796213,0.1363108053501669,0.0,308.8821011352539,310.0,219.88333129882812,90.2089099578148,-0.0240917511695784,False,True,True,True,46.70889131302655,309.9409484863281,0.9086241418764303,0.6273971848103147,0.0,90.36700248718262,0.6206896551724138,0.3726028151896853,0.13883285788727878,False
306,COL,Alpine,37,2,HARD,22.0,17,90.86199951171875,5208.25421458614,677,90.99699974060059,1.0,0.5007385524372231,0.4990933035497662,0.16395048296812517,0.0835082370308855,314.0,315.0,220.15000915527344,90.78473458644764,-0.07726492527110906,False,True,True,True,49.91606149163951,309.0,0.9436117467581998,0.5788432429475293,0.0,90.99699974060059,0.6379310344827587,0.4211567570524707,0.17737301401095382,False
307,COL,Alpine,38,2,HARD,23.0,17,90.73999786376953,5194.47996757567,661,90.875,1.0,0.5234493192133132,0.5134084956026143,0.1725006260930918,0.0,308.0,309.0,227.0,90.148910617518,-0.5910872462515329,False,True,True,True,43.31468763117019,309.0,0.9410802822273073,0.46482532191637294,0.0,90.875,0.6551724137931034,0.5351746780836271,0.28641193606191384,False
308,COL,Alpine,39,2,HARD,24.0,19,92.59600067138672,5225.025587574005,697,92.73099899291992,1.0,0.5021520803443329,0.48951259570835753,0.1790231911184701,0.0,309.98400390625,310.0,218.75732421875,92.23428282797559,-0.3617178434111281,False,True,True,True,42.64320690512216,310.0,0.9205472921434019,0.40066428413490957,0.0,92.73099899291992,0.6724137931034483,0.5993357158650905,0.3592033003115205,False
309,COL,Alpine,42,3,MEDIUM,2.0,20,87.70999908447266,5233.949297275357,660,87.84600067138672,1.0,0.5909090909090909,0.5844318629093886,0.14617626822854762,0.0,307.8418423461914,309.0,230.66424560546875,87.81849334256549,0.10849425809283275,False,True,True,True,43.423010055845594,308.95794677734375,0.9664187643020595,0.0,0.0,87.84600067138672,0.7241379310344828,1.0,1.0,True
310,COL,Alpine,43,3,MEDIUM,3.0,20,88.07499694824219,5221.651290329628,655,88.20499420166016,1.0,0.5633587786259542,0.5579955765856587,0.1487557633481977,0.0,306.0,308.0,229.08074951171875,88.0802230295293,0.005226081287105444,False,True,True,True,46.03448655324326,307.9991455078125,0.9341437833714722,0.0,0.0,88.20499420166016,0.7413793103448276,1.0,1.0,True
311,COL,Alpine,44,3,MEDIUM,4.0,20,88.4489974975586,5214.268182045967,680,88.5719985961914,1.0,0.5882352941176471,0.5762204467768064,0.1549248269212233,0.0,308.0,309.0,231.0374984741211,88.30967989270405,-0.13931760485453992,False,True,True,True,44.90560568490646,309.0,0.9665379481311976,0.0,0.0,88.5719985961914,0.7586206896551724,1.0,1.0,True
312,COL,Alpine,45,3,MEDIUM,5.0,20,88.46399688720703,5218.996082921148,677,88.58699798583984,1.0,0.5834564254062038,0.5737973892832613,0.150360818471701,0.0,307.24,309.0,226.0,88.43655192736838,-0.02744495983864681,False,True,True,True,42.46648274616258,308.89373779296875,0.932718344774981,0.0,0.0,88.58699798583984,0.7758620689655172,1.0,1.0,True
313,COL,Alpine,46,3,MEDIUM,6.0,20,88.30699920654297,5195.716263221555,665,88.43000030517578,1.0,0.58796992481203,0.5697274207280201,0.15198470161026553,0.0,308.0,309.0,230.5500030517578,88.04789243782636,-0.259106768716606,False,True,True,True,44.7218150565033,309.0,0.9520451945080092,0.0,0.0,88.43000030517578,0.7931034482758621,1.0,1.0,True
314,COL,Alpine,47,3,MEDIUM,7.0,20,88.10299682617188,5206.611820710599,666,88.2249984741211,1.0,0.5765765765765766,0.5836328097739615,0.14736190925374446,0.0,307.1525054931641,308.0,224.69091033935547,88.115174456092,0.012177629920131494,False,True,True,True,45.23224288392772,308.0,0.9541285278413425,0.0,0.0,88.2249984741211,0.8103448275862069,1.0,1.0,True
315,COL,Alpine,48,3,MEDIUM,8.0,20,88.02200317382812,5198.222495589972,657,88.16000366210938,1.0,0.573820395738204,0.5729355450759079,0.14655176218582835,0.0,307.0403369140625,308.0,225.86000061035156,87.85861807999612,-0.16338509383200517,False,True,True,True,49.364652954463736,308.0,0.9602879481311976,0.0,0.0,88.16000366210938,0.8275862068965517,1.0,1.0,True
316,COL,Alpine,49,3,MEDIUM,9.0,20,88.38300323486328,5211.402796146602,662,88.5050048828125,1.0,0.5861027190332326,0.5899440794850027,0.15321160920433965,0.0,307.0,309.0,226.5,88.31941209251163,-0.06359114235165464,False,True,True,True,45.53530444155677,308.9469299316406,0.969827421815408,0.0,0.0,88.5050048828125,0.8448275862068966,1.0,1.0,True
317,COL,Alpine,50,3,MEDIUM,10.0,20,88.49400329589844,5184.942706593668,640,88.63300323486328,1.0,0.5671875,0.574627936513675,0.15795480320091448,0.0,307.02896606445313,308.0,224.7718734741211,87.95087229452781,-0.5431310013706252,False,True,True,True,41.93312235529416,308.0,0.9480882913806256,0.0,0.0,88.63300323486328,0.8620689655172413,1.0,1.0,True
318,COL,Alpine,51,3,MEDIUM,11.0,20,88.53099822998047,5202.9276386108395,667,88.65299904346466,1.0,0.5667166416791605,0.5706857247235267,0.1592839278771379,0.0,307.0,308.0,230.0,88.36810172960983,-0.16289650037063552,False,True,True,True,41.39360536063452,307.99725341796875,0.9758676582761251,0.0,0.0,88.65299904346466,0.8793103448275862,1.0,1.0,True
319,COL,Alpine,52,3,MEDIUM,12.0,20,88.5790023803711,5211.474344558436,636,88.71800231933594,1.0,0.539308176100629,0.5554678721688178,0.14875230856298424,0.0,307.74999237060547,309.0,221.5999984741211,88.54252998453597,-0.03647239583511919,False,True,True,True,43.17892785521201,308.88470458984375,0.9406321510297483,0.0,0.0,88.71800231933594,0.896551724137931,1.0,1.0,True
320,COL,Alpine,53,3,MEDIUM,13.0,20,88.7229995727539,5207.676430521488,662,88.84400177001953,1.0,0.5664652567975831,0.5623789229521678,0.13958166111505224,0.0,308.0,309.0,229.1884765625,88.65573335553646,-0.06726621721745119,False,True,True,True,41.419180210605376,309.0,0.9421672387490466,0.0,0.0,88.84400177001953,0.9137931034482759,1.0,1.0,True
321,COL,Alpine,54,3,MEDIUM,14.0,20,88.68000030517578,5201.12106223464,657,88.81900024414062,1.0,0.5692541856925418,0.5586529566942378,0.14278470687745862,0.0,307.0,308.0,227.92481994628906,88.534912922342,-0.1450873828337791,False,True,True,True,46.20495181614036,308.0,0.9629099923722348,0.0,0.0,88.81900024414062,0.9310344827586207,1.0,1.0,True
322,COL,Alpine,55,3,MEDIUM,15.0,20,88.56999969482422,5208.547464044928,658,88.69100189208984,1.0,0.5714285714285714,0.5652433149572723,0.13932658235459433,0.0,310.0,311.0,231.30374908447266,88.51789433122973,-0.05210536359449236,False,True,True,True,46.77025229884799,310.9393005371094,0.9408419145690313,0.0,0.0,88.69100189208984,0.9482758620689655,1.0,1.0,True
323,COL,Alpine,56,3,MEDIUM,16.0,20,88.94000244140625,5196.875741694495,676,89.0790023803711,1.0,0.5547337278106509,0.5536321052422869,0.15445836923034495,0.0,311.0,312.0,224.7118148803711,88.80729071331946,-0.13271172808678955,False,True,True,True,48.569742629280135,312.0,0.9130927409102466,0.0,0.0,89.0790023803711,0.9655172413793104,1.0,1.0,True
324,COL,Alpine,57,3,MEDIUM,17.0,20,90.71399688720703,5214.165353095859,664,90.85299682617188,1.0,0.5195783132530121,0.5214247703531424,0.1633517736476557,0.0,312.0,313.0,214.0,90.65498370105605,-0.059013186150977504,False,True,True,True,48.51819192072986,312.9157409667969,0.957656369183829,0.36411564420196896,0.0,90.85299682617188,0.9827586206896551,0.635884355798031,0.40434891394867695,False
325,GAS,Alpine,2,1,MEDIUM,2.0,19,92.01000213623047,5197.483159836084,697,92.13600587844849,1.0,0.44045911047345765,0.45515330924868347,0.19580835654168233,0.1298081122335568,332.0,333.0,213.0,91.87532756431935,-0.13467457191111976,True,True,True,True,36.90173278400767,332.94049072265625,0.882079519450801,1.0,0.0,92.13600587844849,0.034482758620689655,0.0,0.0,False
326,GAS,Alpine,3,1,MEDIUM,3.0,19,90.86399841308594,5203.7825936564805,695,90.99699974060059,1.0,0.5151079136690647,0.5004669987938242,0.2892292689782468,0.1736430732088646,328.0167504882812,329.0,217.28125,90.68150423712507,-0.18249417596086914,False,True,True,True,42.70066824883204,329.0,0.9733552631578948,1.0,0.0,90.99699974060059,0.05172413793103448,0.0,0.0,False
327,GAS,Alpine,4,1,MEDIUM,4.0,19,90.66899871826172,5202.127213969749,675,90.8029990196228,1.0,0.4948148148148148,0.496866886864684,0.17532454352975377,0.08767332057815058,328.0,329.0,216.2321319580078,90.49914772266905,-0.16985099559266814,False,True,True,True,43.813161308249974,329.0,0.9444794050343249,1.0,0.0,90.8029990196228,0.06896551724137931,0.0,0.0,False
328,GAS,Alpine,5,1,MEDIUM,5.0,19,90.90799713134766,5199.600503262759,689,91.03399658203125,1.0,0.4934687953555878,0.4928048180364948,0.1871497603337175,0.16872818053759267,327.00525146484375,329.0,215.0,90.77980236451546,-0.12819476683219477,False,True,True,True,43.926184916024525,328.965087890625,0.8944317315026696,1.0,0.0,91.03399658203125,0.08620689655172414,0.0,0.0,False
329,GAS,Alpine,6,1,MEDIUM,6.0,19,90.89099884033203,5188.598446305096,675,91.02399444580078,1.0,0.5348148148148149,0.5300139971914466,0.17182279616605803,0.0,313.0,314.0,216.0,90.73497911537186,-0.15601972496017424,False,True,True,True,44.985537476074505,313.9563903808594,0.9581045003813883,0.7702474130388192,0.0,91.02399444580078,0.10344827586206896,0.22975258696118084,0.05278625121535496,False
330,GAS,Alpine,7,1,MEDIUM,7.0,19,90.53700256347656,5196.183562539488,683,90.66900253295898,1.0,0.5358711566617862,0.5359715089424648,0.1715801453909161,0.0,313.0,314.0,214.33416748046875,90.39669178629785,-0.140310777178712,False,True,True,True,40.93842001860302,314.0,0.9559925629290618,0.43729390384307526,0.0,90.66900253295898,0.1206896551724138,0.5627060961569248,0.3166381506521663,False
331,GAS,Alpine,8,1,MEDIUM,8.0,18,90.61199951171875,5195.415234581203,699,90.73999786376953,1.0,0.5593705293276109,0.5499449624596617,0.16843732797812716,0.0,312.0,313.0,220.0,90.36291329572566,-0.24908621599308844,False,True,True,True,45.22897027964593,312.92266845703125,0.9787280701754386,0.275170812011502,0.0,90.73999786376953,0.13793103448275862,0.724829187988498,0.5253773517600654,False
332,GAS,Alpine,9,1,MEDIUM,9.0,16,90.4000015258789,5209.202131299719,667,90.52700090408325,1.0,0.5577211394302849,0.5476156638500281,0.16257022868625703,0.0,309.9670080566406,311.0,223.91195678710938,90.2555501371171,-0.14445138876180863,False,True,True,True,40.212065419311536,310.95257568359375,0.9808114035087719,0.16146562216239768,0.0,90.52700090408325,0.15517241379310345,0.8385343778376023,0.7031399028154948,True
333,GAS,Alpine,10,1,MEDIUM,10.0,16,90.58599853515625,5216.497867603034,704,90.7179946899414,1.0,0.53125,0.5296411856679262,0.16447679231869844,0.0,310.0,311.0,218.0,90.57106456170311,-0.014933973453139515,False,True,True,True,43.33349152753671,310.97613525390625,0.9783991228070175,0.0,0.0,90.7179946899414,0.1724137931034483,1.0,1.0,True
334,GAS,Alpine,11,1,MEDIUM,11.0,16,91.13500213623047,5215.060138100386,701,91.26300048828125,1.0,0.5249643366619116,0.5236076008123709,0.1577967229876817,0.0,306.0,307.0,219.5449981689453,90.99126600094414,-0.143736135286332,True,True,True,True,43.325591997034685,306.89044189453125,0.9631213450292399,0.0,0.0,91.26300048828125,0.1896551724137931,1.0,1.0,False
335,GAS,Alpine,12,1,MEDIUM,12.0,16,91.79000091552734,5210.845233145179,698,91.91799926757812,1.0,0.5200573065902578,0.5264366697291705,0.13056195029729722,0.0,307.0,307.0,216.8625030517578,91.65592930605655,-0.13407160947079433,False,True,True,True,45.20011078935026,307.0,0.93316647597254,0.0,0.0,91.91799926757812,0.20689655172413793,1.0,1.0,True
336,GAS,Alpine,15,2,HARD,2.0,20,89.81700134277344,5219.982731084527,676,89.9469985961914,1.0,0.5621301775147929,0.5472889225128764,0.16675366827507077,0.0,304.86500549316406,305.0,224.1500015258789,89.56130217715665,-0.2556991656167895,False,True,True,True,46.88821576476193,305.0,0.9704948512585813,0.0,0.0,89.9469985961914,0.25862068965517243,1.0,1.0,True
337,GAS,Alpine,16,2,HARD,3.0,19,89.57099914550781,5222.409757961751,677,89.70100021362305,1.0,0.568685376661743,0.563460800212498,0.15204954339178262,0.0,304.15,305.0,226.3142852783203,89.56061529139416,-0.010383854113655389,False,True,True,True,36.65408610985989,305.0,0.9902412280701754,0.021047703001614446,0.0,89.70100021362305,0.27586206896551724,0.9789522969983856,0.9583475997984153,True
338,GAS,Alpine,17,2,HARD,4.0,19,89.49299621582031,5224.254697584182,669,89.62299728393555,1.0,0.5710014947683109,0.571281812891909,0.16917536234900538,0.0,305.0,306.0,224.0,89.51681105386459,0.023814838044273756,False,True,True,True,44.37800338397261,306.0,0.9622520976353929,0.0,0.0,89.62299728393555,0.29310344827586204,1.0,1.0,True
339,GAS,Alpine,18,2,HARD,5.0,19,89.48699951171875,5207.636304667709,669,89.61700439453125,1.0,0.547085201793722,0.5550397471582492,0.1593224940151265,0.0,306.0,307.0,223.8312530517578,89.23826563591935,-0.24873387579940243,False,True,True,True,42.57348864296133,306.9731750488281,0.9708237986270024,0.0,0.0,89.61700439453125,0.3103448275862069,1.0,1.0,True
