axis_index,driver,team,lap,stint,compound,tyre_age,position,lap_duration_s,lap_length_m,telemetry_samples,observed_time_s,telemetry_coverage,sample_full_throttle_share,time_full_throttle_share,time_brake_share,time_drs_share,lap_speed_p99_kph,lap_speed_max_kph,lap_speed_median_kph,axis_reconstructed_time_s,axis_time_error_s,deleted,is_accurate,green_or_yellow,pace_eligible,acceleration_150_250_kph_per_100m,straight_max_speed_kph,straight_full_throttle_distance_share,traffic_ratio,traffic_missing_share,traffic_observed_time_s,lap_fraction,clean_air_share,candidate_weight,audited_candidate
10,ALB,Williams,14,2,HARD,6.0,19,89.79299926757812,5209.492373314824,682,89.92399978637695,1.0,0.49266862170087977,0.4851762842437315,0.17612643896923422,0.0,311.6179473876952,314.0,224.0,89.79276752291211,-0.0002317446660100586,False,True,True,True,44.913999367872805,313.9525146484375,0.9220823798627001,0.0687247017641384,0.0,89.92399978637695,0.2413793103448276,0.9312752982358616,0.867273681104293,True
11,ALB,Williams,15,2,HARD,7.0,17,89.81900024414062,5218.271400470077,680,89.94700241088867,1.0,0.5,0.5038189329119765,0.16098368629259163,0.0,313.0,313.0,222.11772918701172,89.86931737153964,0.05031712739901195,False,True,True,True,41.97778621658284,313.0,0.944369755911518,0.038033507644725725,0.0,89.94700241088867,0.25862068965517243,0.9619664923552743,0.92537953241431,True
12,ALB,Williams,16,2,HARD,8.0,16,89.90699768066406,5185.303600412638,674,90.03799438476562,1.0,0.48516320474777447,0.4883826132529365,0.18257848499253482,0.0,312.40428924560547,314.0,223.0,89.61918973491046,-0.2878079457535989,False,True,True,True,42.57003866009343,313.9653625488281,0.9263682303585049,0.8386348582611812,0.0,90.03799438476562,0.27586206896551724,0.16136514173881877,0.02603870896838907,False
13,ALB,Williams,17,2,HARD,9.0,16,90.13300323486328,5204.414319212677,679,90.26300430297852,1.0,0.47128129602356406,0.4757763216866943,0.1763845567379296,0.0,316.19977416992185,317.0,217.0,89.98363227164575,-0.1493709632175353,True,True,True,True,41.96900558630413,317.0,0.9035230739893212,0.8169793070338166,0.0,90.26300430297852,0.29310344827586204,0.1830206929661834,0.03349657405382197,False
14,ALB,Williams,18,2,HARD,10.0,16,89.98699951171875,5199.599171593488,666,90.11700057983398,1.0,0.46996996996997,0.47125408028935095,0.16552933268387066,0.0,315.4371337890625,316.0,220.73270416259766,89.72061392303742,-0.2663855886813309,False,True,True,True,44.55379858620654,316.0,0.9366943173150267,0.4197543023762943,0.0,90.11700057983398,0.3103448275862069,0.5802456976237057,0.3366850696108209,False
15,ALB,Williams,19,2,HARD,11.0,15,90.0469970703125,5189.6511076150255,668,90.17699718475342,1.0,0.47005988023952094,0.47244862870910154,0.16943343217801962,0.0,317.09664947509765,319.0,217.0,89.76065731206256,-0.2863397582499374,True,True,True,True,40.16059563127444,318.8728942871094,0.9162614416475973,0.9525378014959902,0.0,90.17699718475342,0.3275862068965517,0.04746219850400979,0.0022526602868340293,False
16,ALB,Williams,20,2,HARD,12.0,14,90.10900115966797,5205.144859646797,695,90.23800468444824,1.0,0.4906474820143885,0.47516576481647294,0.18886714968069698,0.0,315.9965460205078,318.0,222.0,89.80356778542654,-0.30543337424143147,False,True,True,True,42.40692883483923,318.0,0.9474494660564455,0.9826015663939722,0.0,90.23800468444824,0.3448275862068966,0.017398433606027774,0.0003027054919433566,False
17,ALB,Williams,21,2,HARD,13.0,14,90.2699966430664,5196.828735234305,680,90.39999580383301,1.0,0.46176470588235297,0.4675886093767331,0.1800553201810808,0.0,317.0,318.0,215.0,90.13039624731401,-0.1396003957523959,False,True,True,True,46.775110779675174,318.0,0.9209954233409611,0.8203097108123865,0.0,90.39999580383301,0.3620689655172414,0.17969028918761354,0.03228860002832818,False
18,ALB,Williams,22,2,HARD,14.0,13,90.2979965209961,5181.480582294881,685,90.42799377441406,1.0,0.48613138686131385,0.4726633047679585,0.1649821904778859,0.0,317.0049853515625,318.0,218.76942443847656,89.81344263214802,-0.48455388884806894,False,True,True,True,40.98835920475348,318.0,0.9028842486651412,0.6643185518901458,0.0,90.42799377441406,0.3793103448275862,0.33568144810985423,0.11268203460512875,False
19,ALB,Williams,23,2,HARD,15.0,13,90.62100219726562,5209.901575727463,690,90.75100135803223,1.0,0.4753623188405797,0.4588157637356853,0.18026247864607525,0.0,317.0,319.0,219.18329620361328,90.56494453331901,-0.05605766394661771,False,True,True,True,37.91137565514895,318.986572265625,0.9091342486651411,0.16094588189688866,0.0,90.75100135803223,0.39655172413793105,0.8390541181031114,0.70401181310579,True
20,ALB,Williams,24,2,HARD,16.0,13,90.38800048828125,5192.966384712365,666,90.51900100708008,1.0,0.47297297297297297,0.4807388770236672,0.17453804336488837,0.0,315.35,316.0,215.93333435058594,90.24704840810776,-0.14095208017349137,False,True,True,True,40.822286605171946,316.0,0.8919002669717773,0.4321522770458257,0.0,90.51900100708008,0.41379310344827586,0.5678477229541743,0.32245103646424067,False
21,ALB,Williams,25,2,HARD,17.0,14,90.93399810791016,5191.903826847749,691,91.0629997253418,1.0,0.48191027496382055,0.4689720379878717,0.192844450558632,0.058860356308468226,318.0,319.0,216.0,90.68305067597544,-0.25094743193471913,False,True,True,True,43.862543721053356,319.0,0.9398741418764303,0.9496063505370121,0.0,91.0629997253418,0.43103448275862066,0.050393649462987855,0.002539519906198496,False
22,ALB,Williams,26,2,HARD,18.0,14,90.29399871826172,5202.66297133553,680,90.42599868774414,1.0,0.4823529411764706,0.4906664290056716,0.18444913542850463,0.0,315.0479946899414,317.0,216.71250915527344,90.35297447793383,0.05897575967210855,False,True,True,True,42.56868765684636,316.9505310058594,0.9492038520213577,1.0,0.0,90.42599868774414,0.4482758620689655,0.0,0.0,False
23,ALB,Williams,27,2,HARD,19.0,14,90.11299896240234,5201.497535400547,668,90.24399948120117,1.0,0.5044910179640718,0.4985817100981391,0.16710250631495904,0.0,317.0,317.0,217.5999984741211,90.06389292478106,-0.049106037621285736,False,True,True,True,44.123596289571616,317.0,0.9530415713196033,0.2890053791019229,0.0,90.24399948120117,0.46551724137931033,0.7109946208980771,0.5055133509460004,False
24,ALB,Williams,28,2,HARD,20.0,15,91.01399993896484,5196.372574529291,673,91.14599990844727,1.0,0.5066864784546805,0.5036974838257481,0.17689203947604393,0.0,317.0,317.0,220.3000030517578,90.7866920036177,-0.22730793534714167,False,True,True,True,45.80980088638049,317.0,0.9411994660564454,0.5985780913263119,0.0,91.14599990844727,0.4827586206896552,0.4014219086736881,0.16113954876322678,False
25,ALB,Williams,29,2,HARD,21.0,15,90.4219970703125,5188.8762758676485,695,90.54999542236328,1.0,0.497841726618705,0.4831695642920389,0.16875747088802365,0.0,317.0,318.0,216.0,90.34743528699244,-0.07456178332006402,False,True,True,True,46.96666512098783,318.0,0.9397549580472923,1.0,0.0,90.54999542236328,0.5,0.0,0.0,False
26,ALB,Williams,30,2,HARD,22.0,15,90.21499633789062,5204.341433231532,676,90.3429946899414,1.0,0.5088757396449705,0.513476243951642,0.17666005190079548,0.0,316.9651870727539,317.0,218.17198944091797,90.14458300453926,-0.07041333335136812,False,True,True,True,44.13868844117679,317.0,0.933385774218154,0.8002501723397253,0.0,90.3429946899414,0.5172413793103449,0.19974982766027471,0.03989999365030945,False
27,ALB,Williams,31,2,HARD,23.0,15,90.53900146484375,5195.4550334042015,680,90.67300033569336,1.0,0.5044117647058823,0.4935096101358626,0.17203576813499954,0.0,317.0,317.0,220.88957977294922,90.42242225586259,-0.11657920898116458,False,True,True,True,41.79714020886162,317.0,0.9409610983981693,1.0,0.0,90.67300033569336,0.5344827586206896,0.0,0.0,False
28,ALB,Williams,32,2,HARD,24.0,14,90.48500061035156,5191.758394939066,702,90.6050009727478,1.0,0.50997150997151,0.5145079539231688,0.1938303740387887,0.0,315.0,316.0,217.26964569091797,90.21384542218102,-0.27115518817053896,False,True,True,True,46.086318535135476,316.0,0.956779176201373,0.9752772823438909,0.0,90.6050009727478,0.5517241379310345,0.024722717656109117,0.0006112127683036894,False
