driver,lap,reference_green_median,reference_traffic_ratio,reference_target_role,position,missing,lap_frac,switches,observed_time_s,telemetry_samples,circuit_length_estimate_m,audited_traffic_ratio,audited_definition,cur_1.5,cur_1.75,cur_2.0,cur_2.25,cur_2.5,cur_q1,cur_q5,cur_q9,cross_1.5,cross_1.75,cross_2.0,cross_2.25,cross_2.5,cross_q1,cross_q5,cross_q9,ahead_1.5,ahead_1.75,ahead_2.0,ahead_2.25,ahead_2.5,ahead_q1,ahead_q5,ahead_q9,visual_prediction
SAI,26,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.45614035087719296,0.0015873015873015873,86.90600204467773,631,5369.57421875,0.007813039422502622,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.01773180048693947,0.01773180048693947,0.01773180048693947,0.01773180048693947,0.01773180048693947,8.81145144200951,12.365541969399754,18.53075458233173,0.005983476039539657,0.007813039422502622,0.007813039422502622,0.009205347542106586,0.010804777442272451,11.796960830688477,12.0832200050354,12.702258586883545,0.005983476039539657,0.007813039422502622,0.007813039422502622,0.009205347542106586,0.010804777442272451,9.233088176514427,11.921107215201664,18.17007540063046,0.01663878294443588
SAI,27,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.47368421052631576,0.0,86.69999694824219,630,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,9.952710205078125,13.418044841531518,20.62106195494186,0.0,0.0,0.0,0.0,0.0,13.174607276916504,13.593767166137695,14.126499891281128,0.0,0.0,0.0,0.0,0.0,10.536559831697424,13.604897682469511,20.02232282513638,0.006847384419832125
SAI,28,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.49122807017543857,0.0,86.33399963378906,651,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,10.430525040230483,13.937526561930966,21.81828013392857,0.0,0.0,0.0,0.0,0.0,14.12001895904541,14.385534524917603,14.904378175735474,0.0,0.0,0.0,0.0,0.0,11.214039080482337,14.241403528767734,21.135031889020304,0.006835946478264465
SAI,29,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.5087719298245614,0.0,86.55699920654297,633,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,11.100124890380627,15.058085176024752,23.344554472441718,0.0,0.0,0.0,0.0,0.0,14.841522932052612,15.334101676940918,15.687138319015503,0.0,0.0,0.0,0.0,0.0,11.934875702223518,15.081433614527645,22.226675006516604,0.006824508536696805
SAI,30,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.5263157894736842,0.0,86.4010009765625,635,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,11.810605447793725,15.877066110722733,25.204534671813484,0.0,0.0,0.0,0.0,0.0,15.814403295516968,16.47257423400879,16.88960838317871,0.0,0.0,0.0,0.0,0.0,12.634230543665659,15.868357704355397,24.74609633079692,0.006813070595129256
SAI,31,239.0,0.00881783750000011,image_color_derived_proxy,2.0,0.0,0.543859649122807,0.0,86.30350112915039,625,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,12.512196188128723,16.728537676411293,26.251710614187814,0.0,0.0,0.0,0.0,0.0,16.673227787017822,17.016578912734985,17.366799116134644,0.0,0.0,0.0,0.0,0.0,13.043118983889755,16.506296542279884,25.27357348142884,0.006801632653561707
SAI,32,239.0,0.00881783750000011,image_color_derived_proxy,3.0,0.0,0.5614035087719298,0.0030211480362537764,90.55999755859375,663,5369.57421875,0.03091876244747209,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.004659861767768503,0.00775172116314571,0.00775172116314571,0.00775172116314571,0.011285286793126806,9.118037796020507,15.76425095896628,27.023039705900317,0.022084806249094348,0.02650178434828322,0.03091876244747209,0.033778690264771,0.038869221929792044,17.416751623153687,17.97045636177063,18.34673547744751,0.019202721510242732,0.02428221683791243,0.028036677708620474,0.03134934809787462,0.03577736253441484,13.282661023012365,18.222919706575304,44.7719722410494,0.02980026523725965
SAI,33,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.5789473684210527,0.0024479804161566705,107.85900115966797,818,5369.57421875,0.025014139241276354,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.006285984164580282,0.006285984164580282,0.007769402005475588,0.007769402005475588,0.009994529319434871,14.248829310672908,19.377942461320675,37.55212554931641,0.018718882174772473,0.02335456389464887,0.025014139241276354,0.028565070483780666,0.03188421675610504,13.234818696975708,18.69702959060669,19.342913150787354,0.021138709482613188,0.02335456389464887,0.02596908898590572,0.028917383284779725,0.03264447092778357,10.774082617569965,16.878393969297154,26.05879813569824,0.028192384786614455
SAI,34,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.5964912280701754,0.0,85.38899993896484,650,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.057835556426923,19.148984261446223,28.722872121710527,0.0,0.0,0.0,0.0,0.0,19.253678560256958,19.364681243896484,19.44829273223877,0.0,0.0,0.0,0.0,0.0,15.036255976359683,18.611381161607298,28.25148278722691,0.006512376203664072
SAI,35,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.6140350877192983,0.0,85.30399894714355,629,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.463700683593752,19.662679687335444,29.882700774629242,0.0,0.0,0.0,0.0,0.0,19.756599187850952,19.889812231063843,20.079959630966187,0.0,0.0,0.0,0.0,0.0,15.676682331568822,19.187199679685076,28.421419727993147,0.006500938262096523
SAI,36,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.631578947368421,0.0,84.86899948120117,648,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.651357733543882,19.584498046875,29.983375387652114,0.0,0.0,0.0,0.0,0.0,20.047537803649902,20.107784271240234,20.227640390396118,0.0,0.0,0.0,0.0,0.0,15.913208006044094,19.43252916024802,28.955709525344805,0.006489500320528974
SAI,37,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.6491228070175439,0.0,85.04999732971191,635,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.797851276604112,19.90466756232844,30.958116687349925,0.0,0.0,0.0,0.0,0.0,20.16758155822754,20.319396495819092,20.4414119720459,0.0,0.0,0.0,0.0,0.0,16.069175843139508,19.461977044073063,29.67267808099173,0.006478062378961313
SAI,38,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.6666666666666666,0.0,84.9899971485138,621,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.871096379206731,19.927057945222007,30.567937737542234,0.0,0.0,0.0,0.0,0.0,20.365669012069702,20.463007926940918,20.58377170562744,0.0,0.0,0.0,0.0,0.0,16.119221906877982,19.72280240996125,29.612391767982245,0.006466624437393764
SAI,39,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.6842105263157895,0.0,84.91699981689453,632,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.96984336067276,19.87946851995945,30.424894935059605,0.0,0.0,0.0,0.0,0.0,20.243717193603516,20.439059495925903,20.54854726791382,0.0,0.0,0.0,0.0,0.0,15.931289025189868,19.64307651618109,29.576955403335838,0.006455186495826215
SAI,40,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.7017543859649122,0.0,84.72100067138672,633,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,16.00179333998364,19.975676964640023,30.39052395631161,0.0,0.0,0.0,0.0,0.0,20.338243007659912,20.54770588874817,20.622128009796143,0.0,0.0,0.0,0.0,0.0,15.889922463688833,19.729732828597434,30.006035738915656,0.006443748554258555
SAI,41,240.0,0.00403182610000016,image_color_derived_proxy,4.0,0.0,0.7192982456140351,0.0016155088852988692,84.69699668884277,620,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,15.994382925384041,20.074668003006764,30.1883015182783,0.0,0.0,0.0,0.0,0.0,20.253751516342163,20.52997589111328,43.643537282943726,0.0,0.0,0.0,0.0,0.0,15.422220668169565,19.863370674134874,44.18016968288281,0.006432310612691006
SAI,42,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.7368421052631579,0.0015337423312883436,84.77200317382812,653,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,12.22466965508215,18.278177632913962,29.537612624338877,0.0,0.0,0.0,0.0,0.0,7.92596435546875,8.100000381469727,8.934394359588623,0.0,0.0,0.0,0.0,0.0,6.40282245510243,8.468238651165752,15.09052110968114,0.0064208726711233455
SAI,43,239.0,0.00881783750000011,image_color_derived_proxy,4.0,0.0,0.7543859649122807,0.0,84.85199737548828,628,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.002309894305027073,0.011302050285203162,0.03588603216174907,2.80165682000629,3.7716113142758205,4.854566164775714,0.0,0.0,0.0,0.0,0.0,3.244546890258789,3.4782066345214844,4.067786931991577,0.0,0.0,0.0,0.0,0.024819674940595976,2.8281680327976546,3.3745490948013193,5.061442479701778,0.0
SAI,44,240.0,0.00403182610000016,image_color_derived_proxy,4.0,0.0,0.7719298245614035,0.0016155088852988692,84.44099426269531,620,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.013903214038860303,0.0308025779622962,3.172793083470743,4.481999272654168,6.248924555988173,0.0,0.0,0.0,0.0,0.0,3.351935863494873,3.780717372894287,4.278526544570923,0.0,0.0,0.0,0.006347619456353312,0.02509444020293011,2.9869469441898158,3.823446077849635,5.367960962364186,0.0
SAI,45,240.0,0.00403182610000016,image_color_derived_proxy,3.0,0.0,0.7894736842105263,0.0015698587127158557,84.64599704742432,638,5369.57421875,0.00850601109687749,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.023450605632109173,0.02552985338375086,0.03077522848959653,0.03408312231986113,0.038111665102728315,3.7567346370153576,5.703575009192713,8.005901325924295,0.006911133664131072,0.006911133664131072,0.00850601109687749,0.00850601109687749,0.010691586170137843,4.764089822769165,5.440114736557007,5.944950342178345,0.006911133664131072,0.006911133664131072,0.00850601109687749,0.00850601109687749,0.010691586170137843,4.065054629838056,5.432337676368171,7.479690432448168,0.018007078686748
SAI,46,241.0,0.0,image_color_derived_proxy,3.0,0.0,0.8070175438596491,0.0,84.40700340270996,644,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,5.055712846235796,6.565965365705819,9.477286658653846,0.0,0.0,0.0,0.0,0.0,5.988243818283081,6.53811240196228,6.983943700790405,0.0,0.0,0.0,0.0,0.0,5.028775510892113,6.514608854483941,9.10973816896704,0.00650259221745042
SAI,47,240.0,0.00403182610000016,image_color_derived_proxy,3.0,0.0,0.8245614035087719,0.0,84.31599807739258,630,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,5.66986733312423,7.229707507192013,10.52919989224138,0.0,0.0,0.0,0.0,0.0,6.834655523300171,6.9497599601745605,7.279289960861206,0.0,0.0,0.0,0.0,0.0,5.468041761497836,7.037384277731575,10.024738820086158,0.006491154275882871
SAI,48,240.0,0.00403182610000016,image_color_derived_proxy,3.0,0.0,0.8421052631578947,0.0,83.98600769042969,640,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,6.37258083230198,7.957959608091926,11.744190325055804,0.0,0.0,0.0,0.0,0.0,7.6734092235565186,7.9739885330200195,8.366339445114136,0.0,0.0,0.0,0.0,0.0,6.2583157959938704,7.99028000772294,11.228929729025033,0.006479716334315211
SAI,49,240.0,0.00403182610000016,image_color_derived_proxy,3.0,0.0,0.8596491228070176,0.0,84.06799697875977,634,5369.57421875,0.0,nearest_physical_car_same_track_location_crossing_headway_le_2s,0.0,0.0,0.0,0.0,0.0,6.862811823174504,8.69859894783266,12.994668143136161,0.0,0.0,0.0,0.0,0.0,8.520117044448853,8.881861209869385,9.351540565490723,0.0,0.0,0.0,0.0,0.0,6.935241534075167,8.777121497404174,12.758933646319466,0.006468278392747662
